Frame number,Identity number,Bounding box left,Bounding box top,Bounding box width,Bounding box height,Area,Centroid,xCentroid,yCentroid
675,6,554,162,34,78,1217,,569.5045193097782,204.20706655710765
675,15,474,182,34,75,1489,,488.7548690396239,221.37810611148421
675,9,514,261,46,102,2704,,537.7581360946746,317.57174556213016
675,17,206,340,43,122,3278,,225.41641244661378,398.6845637583893
676,23,354,152,27,67,731,,367.94117647058823,190.15047879616964
676,10,204,157,74,79,2203,,239.91783931003178,198.5333635950976
676,6,556,161,26,76,1104,,565.2518115942029,201.34329710144928
676,15,476,180,30,77,1462,,490.3050615595075,219.7735978112175
676,9,498,258,59,104,2921,,529.4638822321123,318.79390619650803
676,17,200,340,44,122,3474,,220.85981577432355,403.0293609671848
677,23,362,151,18,67,709,,371.475317348378,187.17912552891397
677,3,197,157,38,67,1032,,214.3265503875969,191.4127906976744
677,11,252,160,26,77,1007,,262.025819265144,202.40913604766632
677,6,547,160,24,75,1123,,559.9020480854853,200.2546749777382
677,15,478,178,28,76,1423,,491.6198172874209,217.28250175685173
677,9,495,259,55,101,2858,,520.4632610216935,316.5258922323303
677,17,194,341,47,121,3293,,216.3522623747343,404.8426966292135
678,23,373,151,26,66,711,,381.92123769338957,190.0
678,3,190,159,35,65,938,,205.2046908315565,195.863539445629
678,11,260,160,31,77,1093,,270.8526989935956,204.836230558097
678,6,528,161,42,74,1380,,550.4572463768116,205.22391304347826
678,22,482,177,40,177,3708,,499.796925566343,272.1591154261057
678,17,186,338,49,126,3067,,204.78513205086404,403.1014020215194
679,23,373,152,34,65,728,,386.0769230769231,189.4684065934066
679,3,190,158,34,67,828,,202.08816425120773,196.06521739130434
679,11,261,161,37,77,1153,,275.7580225498699,205.8421509106678
679,6,524,162,42,73,1328,,545.9194277108434,204.29819277108433
679,22,468,176,48,178,4098,,494.5614934114202,275.9238653001464
679,17,179,335,48,125,2882,,197.19847328244273,397.5353920888272
680,23,374,151,31,66,797,,389.5809284818068,186.37390213299875
680,3,187,157,31,68,834,,198.3800959232614,193.71942446043167
680,6,528,161,34,72,1291,,541.3609604957397,202.87064291247094
680,11,262,162,37,77,1239,,279.50605326876513,205.5036319612591
680,22,466,175,52,178,3997,,490.51238428821614,274.76857643232427
680,17,173,333,36,123,2860,,189.8888111888112,392.6272727272727
681,23,391,150,18,67,748,,398.64438502673795,184.048128342246
681,3,174,158,31,69,1067,,190.6166822867854,193.23336457357075
681,15,490,159,52,87,2603,,514.4809834805993,206.88590088359584
681,11,277,161,26,79,1213,,287.93816982687554,201.2992580379225
681,22,449,245,41,101,2532,,467.1832543443918,301.2610584518167
681,17,154,332,48,119,3119,,178.6623917922411,392.54664956716897
682,23,395,150,17,67,736,,402.9388586956522,184.2133152173913
682,15,491,159,51,85,2753,,514.3490737377407,206.6175081729023
682,11,281,161,28,80,1227,,293.26976365118173,200.96495517522413
682,3,168,162,37,66,1117,,187.496866606983,195.60071620411819
682,22,437,247,48,98,2631,,459.5324971493729,302.90003800836183
682,17,149,333,51,116,3186,,173.73885750156936,392.54676710608913
683,23,398,150,20,67,699,,406.5979971387697,186.36051502145924
683,3,168,159,35,68,1055,,184.5829383886256,195.41421800947867
683,15,489,159,48,85,2579,,512.8600232648313,206.49437766576193
683,11,286,162,27,48,766,,296.73629242819845,189.21148825065274
683,5,287,216,28,27,520,,299.37692307692305,230.0730769230769
683,22,436,246,45,98,2605,,452.53742802303265,300.85719769673705
683,17,147,330,50,122,3204,,167.37702871410735,389.88389513108615
684,23,400,149,26,67,630,,413.8365079365079,184.9142857142857
684,15,492,158,49,86,1943,,512.1199176531137,208.84559958826557
684,3,167,168,22,59,850,,177.53764705882352,194.43411764705883
684,5,290,175,33,68,1214,,305.75123558484347,210.52471169686984
684,22,419,247,36,91,1973,,435.7415103902686,291.3223517486062
684,17,132,323,48,122,3602,,155.28761799000554,384.188228761799
685,23,408,148,19,67,620,,418.5951612903226,180.1
685,15,493,157,45,84,2312,,512.0899653979238,204.78200692041523
685,3,165,160,24,69,1042,,174.81285988483685,196.26103646833013
685,5,298,163,26,80,1121,,309.99732381801965,208.05530776092775
685,22,407,244,45,94,2426,,428.55523495465786,294.39076669414675
685,17,128,321,49,119,3431,,150.65607694549695,377.81929466627804
686,23,417,147,12,57,414,,422.6473429951691,174.28743961352657
686,15,488,157,50,83,2520,,510.55555555555554,202.98492063492063
686,5,305,163,24,80,1059,,314.64022662889516,205.11331444759207
686,3,157,170,33,62,1026,,172.34892787524367,199.57797270955166
686,22,403,239,42,97,2110,,420.3478672985782,291.9563981042654
686,17,129,321,46,119,3196,,148.96245306633293,377.63454317897373
687,15,482,157,57,81,2545,,508.6514734774067,202.93163064833007
687,3,157,162,30,70,1213,,169.7914262159934,197.92910140148393
687,5,308,163,26,81,1281,,318.78064012490245,208.08352849336455
687,22,398,235,34,97,2258,,412.81753764393267,285.6160318866253
687,17,128,321,45,119,3066,,147.71819960861058,377.0518590998043
688,23,432,147,23,64,500,,439.97,178.924
688,15,469,158,77,81,2726,,506.8367571533382,204.60711665443873
688,3,150,163,32,69,1285,,165.52684824902724,197.515953307393
688,5,311,166,37,79,1323,,326.5820105820106,210.442932728647
688,22,373,232,49,97,2477,,397.30964876867176,287.5014129995963
688,17,125,317,44,123,3042,,144.61078238001315,373.4638395792242
689,23,432,146,24,65,716,,441.9567039106145,177.40921787709496
689,15,464,157,39,72,1324,,479.5022658610272,199.70619335347433
689,3,150,163,33,70,1215,,164.76543209876544,197.47572016460904
689,6,517,166,33,71,1201,,532.3746877601998,205.0308076602831
689,5,313,175,36,70,1356,,330.32964601769913,212.7669616519174
689,22,372,231,46,96,2359,,390.6896990250106,285.11148791860955
689,17,122,315,45,119,3153,,143.23660006343167,371.5981604820806
690,23,435,145,21,66,712,,444.3370786516854,178.9058988764045
690,15,459,156,34,72,1135,,473.7876651982379,196.4696035242291
690,3,152,165,29,71,1146,,165.25567190226877,200.93804537521814
690,6,523,164,31,71,1195,,535.7924686192468,202.29372384937238
690,5,320,166,29,80,1459,,334.4475668265936,209.0315284441398
690,22,367,230,37,94,2097,,382.2288984263233,279.44969003338105
690,17,120,312,45,118,3162,,142.25964579380138,368.7552182163188
691,23,442,145,36,80,1685,,458.1566765578635,188.51632047477744
691,6,527,163,30,69,1329,,540.3370955605718,200.27088036117382
691,3,156,164,27,72,1276,,167.74373040752351,201.90438871473353
691,1,330,166,60,155,3662,,360.07072637902786,252.07400327689788
691,4,748,229,20,91,758,,761.622691292876,289.4881266490765
691,17,122,309,42,115,3043,,140.74663161353928,365.8570489648373
692,23,441,145,35,81,1481,,457.3308575286968,191.5226198514517
692,6,528,163,29,69,1324,,541.5762839879154,199.94108761329306
692,3,156,175,28,61,1121,,168.64763603925067,202.73595004460304
692,1,334,177,51,142,3438,,356.99418266433975,251.23851076207097
692,4,745,246,23,75,1073,,759.6169617893756,285.7269338303821
692,17,121,308,42,112,2943,,139.68943255181787,363.2368331634387
693,23,439,144,37,84,1440,,456.99305555555554,194.13680555555555
693,6,529,162,28,70,1319,,543.0712661106899,199.27065959059894
693,3,157,165,29,72,1097,,170.8495897903373,198.9799453053783
693,1,337,180,38,135,3059,,353.1376266753841,249.75874468780648
693,4,737,243,31,77,1409,,757.3087295954577,282.916252661462
693,17,118,305,44,121,3053,,138.30232558139534,361.2433671798231
694,23,440,143,33,84,1779,,455.12928611579537,186.23046655424395
694,6,531,162,26,70,1305,,543.8628352490422,198.49961685823754
694,3,159,166,30,74,1114,,173.25583482944344,201.8123877917415
694,1,335,170,34,145,3179,,350.0066058508965,248.5306700220195
694,4,732,243,36,77,1789,,753.1688093907211,282.84069312465067
694,17,115,303,45,114,3073,,136.30523917995444,358.26098275301007
695,23,455,142,20,66,711,,464.1448663853727,175.27848101265823
695,23,437,154,18,72,739,,445.16644113667115,186.7212449255751
695,6,531,162,27,71,1344,,544.0974702380952,199.07366071428572
695,3,162,168,28,73,1161,,175.65374677002583,204.45219638242895
695,1,321,170,51,143,3376,,347.1507701421801,251.78406398104266
695,4,722,225,46,95,2170,,746.952995391705,281.70046082949307
695,17,114,300,42,112,3000,,133.95833333333334,354.6356666666667
696,15,459,141,20,66,801,,467.56429463171037,174.76404494382024
696,23,433,154,19,52,622,,441.43086816720256,182.7990353697749
696,6,531,163,27,70,1328,,543.7394578313254,199.76731927710844
696,3,166,167,28,73,1127,,178.46850044365573,205.05678793256433
696,5,349,169,25,82,1236,,359.9271844660194,210.80339805825244
696,1,319,222,43,90,2169,,336.2517289073306,271.2858460119871
696,4,720,224,48,95,2078,,742.0948026948989,280.1385948026949
696,17,113,299,40,113,2801,,132.15458764726884,352.617636558372
697,15,461,141,25,65,892,,470.8127802690583,176.46300448430495
697,23,432,162,16,43,465,,439.05806451612904,183.8795698924731
697,6,528,164,28,71,1354,,541.9062038404727,201.44387001477105
697,3,171,167,23,73,1044,,181.25862068965517,205.59865900383141
697,5,352,169,30,84,1417,,363.6457304163726,215.3592095977417
697,1,313,220,36,87,1906,,328.54879328436516,265.3032528856243
697,4,717,222,38,95,1825,,735.8356164383562,276.8027397260274
697,17,112,298,42,109,2753,,131.23356338539776,350.9189974573193
698,15,463,141,31,65,898,,477.3073496659243,175.97104677060133
698,6,525,167,32,69,1361,,538.7861866274798,204.3144746509919
698,3,179,168,25,73,1085,,188.55760368663596,209.82672811059908
698,5,356,174,33,83,1502,,370.83422103861517,218.5226364846871
698,23,422,182,17,23,311,,429.8263665594855,193.7395498392283
698,1,300,218,38,87,2056,,317.3774319066148,262.5875486381323
698,4,700,237,38,77,1835,,721.8212534059945,279.2517711171662
698,17,110,294,42,112,2772,,129.17748917748918,347.08369408369407
699,15,467,140,25,65,896,,480.50669642857144,174.73883928571428
699,23,417,155,12,50,387,,422.3617571059431,180.67958656330748
699,6,523,167,32,69,1330,,537.4563909774436,203.60676691729324
699,3,180,171,33,70,1121,,192.6628010704728,211.73951828724353
699,5,358,176,31,81,1640,,374.19268292682926,219.04756097560977
699,1,295,217,38,87,1968,,311.2931910569106,261.2149390243902
699,4,687,221,50,92,2089,,716.1421732886548,276.8989947343226
699,17,108,291,40,109,2710,,127.29963099630996,343.0446494464945
700,15,475,139,20,65,816,,484.2647058823529,172.21446078431373
700,23,413,155,15,50,531,,420.3502824858757,180.62900188323917
700,6,522,167,29,70,1236,,536.0800970873786,202.96601941747574
700,3,182,171,31,71,1105,,195.579185520362,211.91493212669684
700,5,364,175,30,82,1699,,378.139493819894,218.3037080635668
700,1,289,217,33,83,1796,,303.8329621380846,257.6492204899777
700,4,683,221,53,91,2157,,711.1043115438108,276.2851182197497
700,17,106,289,41,107,2766,,125.2939262472885,343.293564714389
701,15,478,138,18,65,654,,487.54434250764524,166.88379204892968
701,23,407,155,20,51,641,,416.9547581903276,182.63494539781593
701,6,521,168,28,72,1265,,534.8047430830039,204.89407114624507
701,5,368,175,31,83,1518,,381.8702239789196,215.57114624505928
701,3,187,179,28,64,1046,,199.0812619502868,211.612810707457
701,1,283,216,32,81,1807,,296.8754842280022,257.2053126729386
701,4,682,220,49,91,2215,,705.4176072234764,274.86410835214446
701,17,105,289,40,105,2701,,123.32025175860792,342.62088115512773
702,15,482,138,25,65,845,,493.79881656804736,171.8698224852071
702,5,376,156,44,107,2419,,396.1723852831749,210.91897478296818
702,3,194,169,29,75,1145,,206.66375545851528,207.97379912663754
702,6,519,172,31,71,1261,,532.1776367961935,207.2577319587629
702,1,268,213,42,83,1864,,284.05257510729615,258.18937768240346
702,4,673,232,36,78,1636,,692.424205378973,272.0922982885086
702,17,100,285,39,110,2614,,119.18859984697781,339.32631981637337
703,15,485,138,24,64,820,,496.3829268292683,171.58658536585367
703,5,378,157,38,106,2380,,397.45546218487397,213.4205882352941
703,6,517,172,32,71,1225,,531.0473469387755,208.02612244897958
703,3,197,181,33,65,1244,,210.67122186495178,212.34485530546624
703,1,263,209,37,83,1734,,276.79757785467126,253.54901960784315
703,4,671,217,33,92,1726,,687.3447276940904,266.9745075318656
703,17,96,284,42,106,2560,,116.3546875,335.65625
704,15,488,136,21,65,750,,498.7026666666667,170.324
704,5,382,157,34,106,2085,,398.7659472422062,215.8800959232614
704,3,201,172,29,74,1240,,213.1516129032258,211.66935483870967
704,6,515,172,28,71,1208,,529.2400662251656,206.85264900662253
704,1,257,210,32,80,1452,,270.78374655647383,247.03305785123968
704,4,658,217,42,93,2029,,681.6895022178413,270.2040413997043
704,17,93,282,43,103,2510,,113.14103585657371,332.50756972111554
705,6,496,135,44,113,2179,,517.916475447453,197.0100963744837
705,5,381,156,39,107,2141,,399.76039234002803,211.38486688463334
705,3,208,171,27,75,1045,,220.0354066985646,210.0
705,1,245,209,36,80,1690,,260.3568047337278,248.9284023668639
705,4,654,215,40,93,1906,,672.2219307450157,267.9800629590766
705,17,89,280,42,101,2403,,108.03121098626717,328.7744486059093
706,6,499,135,40,115,2216,,517.3009927797834,199.04963898916967
706,5,379,156,49,109,2517,,400.4902661899086,212.34167659912595
706,1,211,172,62,114,2684,,241.27384500745157,231.87928464977645
706,4,647,214,39,92,1810,,665.7867403314917,265.37624309392265
706,17,87,279,41,105,2307,,106.21283051582141,327.9102730819246
707,6,501,135,36,115,2170,,516.9345622119815,199.87511520737328
707,5,374,156,57,112,2469,,399.3940866747671,213.86431753746456
707,1,214,173,52,111,2668,,238.42428785607197,232.11544227886057
707,4,642,213,33,92,1833,,659.3415166393889,264.0851063829787
707,17,85,275,41,105,2326,,103.11650902837489,324.0378331900258
708,6,501,135,32,115,2112,,516.4857954545455,198.2556818181818
708,5,367,158,28,72,1126,,379.85346358792185,196.8392539964476
708,1,217,174,45,109,2549,,236.61592781482935,234.93840721851706
708,14,398,182,33,87,1252,,413.01916932907346,230.47683706070288
708,4,633,212,39,92,1959,,654.8085758039816,265.96784073506893
708,17,82,273,37,103,2333,,100.42391770252894,321.9815687955422
709,6,500,133,32,121,2015,,516.9563275434243,198.47841191066996
709,5,358,159,35,73,1211,,372.0883567299752,199.35094962840628
709,1,216,175,38,104,2419,,232.6461347664324,232.34807771806533
709,14,410,186,19,48,364,,416.7774725274725,207.32967032967034
709,4,619,213,51,90,2181,,645.0440165061898,267.1146263182027
709,22,409,244,22,26,485,,419.91134020618557,256.86185567010307
709,17,78,272,38,98,2302,,94.7380538662033,324.0642919200695
710,6,498,132,37,125,2060,,516.7558252427184,199.56504854368933
710,5,357,159,29,73,1095,,367.4,198.01643835616437
710,1,211,175,44,102,2789,,230.98888490498388,228.50017927572605
710,4,618,212,48,90,2163,,639.8594544613962,265.5691169671752
710,22,415,244,26,27,358,,425.43854748603354,259.4078212290503
710,17,75,271,37,101,2163,,91.7128987517337,322.70457697642166
711,8,730,52,12,26,203,,734.9261083743843,62.04433497536946
711,6,496,132,46,125,2135,,517.0519906323185,201.49086651053864
711,5,353,159,28,73,1043,,363.13039309683603,197.18600191754555
711,1,205,175,53,102,3408,,230.36091549295776,230.70334507042253
711,4,616,211,41,91,2083,,634.1320211233798,263.27604416706674
711,22,419,245,27,30,422,,430.34123222748815,263.38388625592415
711,17,71,268,39,103,2196,,87.1316029143898,319.59562841530055
712,15,523,132,24,63,808,,534.5284653465346,166.20915841584159
712,5,337,163,32,71,1203,,353.8171238570241,201.51620947630923
712,1,233,178,29,81,1432,,245.37081005586592,220.45391061452514
712,6,492,181,28,76,1335,,506.4898876404494,219.61573033707865
712,3,196,196,33,78,1475,,209.9213559322034,237.4379661016949
712,4,607,210,35,91,1778,,624.6884139482564,257.43700787401576
712,22,421,245,33,34,629,,438.0635930047695,263.7551669316375
712,17,62,271,40,92,2179,,80.2964662689307,312.682882055989
713,15,527,131,20,63,743,,537.563930013459,163.82907133243606
713,5,332,163,38,73,1270,,349.73464566929135,203.1496062992126
713,1,236,178,30,80,1343,,248.61131794489947,220.4043186895011
713,6,489,183,29,77,1507,,503.69608493696086,223.9475779694758
713,3,190,195,31,77,1437,,202.9846903270703,235.71677105080028
713,4,599,210,39,90,1987,,620.2088575742325,259.7760442878712
713,22,425,245,37,34,595,,442.97478991596637,264.10420168067225
713,17,59,270,42,90,2157,,78.21789522484933,310.80806675938805
714,15,532,130,16,63,663,,540.9487179487179,160.6078431372549
714,5,330,164,34,72,1289,,346.07602792862684,203.57874321179207
714,1,239,178,31,82,1269,,251.7832939322301,219.7304964539007
714,6,485,181,32,84,1726,,500.9200463499421,227.1431054461182
714,22,436,190,28,89,985,,446.48527918781724,244.61015228426396
714,3,185,195,34,77,1428,,198.5546218487395,234.7892156862745
714,4,596,209,40,91,1948,,616.829568788501,260.17967145790556
714,17,58,270,41,89,2113,,76.73450070989115,310.8083293894936
715,15,535,129,20,63,767,,544.5893089960887,162.13168187744458
715,5,331,163,32,71,1301,,342.44965411222137,202.25903151421983
715,1,242,179,33,81,1326,,255.12292609351434,222.41779788838613
715,6,482,186,35,81,1716,,498.43298368298366,229.39568764568764
715,3,179,193,38,77,1420,,193.43521126760564,233.55281690140845
715,22,436,194,33,86,1254,,449.69856459330146,246.85805422647528
715,4,594,208,41,92,1833,,613.0016366612111,259.4948172394981
715,17,58,269,40,93,2011,,76.0213823968175,309.09348582794627
716,8,724,54,15,25,222,,730.490990990991,63.32432432432432
716,15,539,130,30,61,800,,551.34,163.1975
716,5,320,167,29,72,1138,,334.4121265377856,200.3980667838313
716,1,248,182,31,80,1460,,260.46301369863016,226.61164383561643
716,3,167,188,25,67,1083,,178.74422899353647,220.6915974145891
716,6,480,188,35,86,1681,,495.66448542534204,231.7007733491969
716,22,437,196,42,90,1832,,456.3657205240175,247.89355895196508
716,4,584,206,36,90,1693,,602.6337861783816,256.5091553455405
716,17,59,257,34,99,1949,,75.1216008209338,304.8096459722935
717,8,724,55,14,24,218,,730.1422018348624,64.05963302752293
717,15,541,129,28,62,855,,554.166081871345,163.30409356725147
717,5,317,166,31,76,1270,,330.83779527559057,204.78976377952756
717,22,440,188,73,99,3862,,475.1336095287416,242.26074572760228
717,3,161,190,27,72,1198,,174.35392320534223,224.65776293823038
717,1,249,193,33,69,1530,,262.9895424836601,227.44575163398693
717,4,578,206,36,89,1795,,598.3359331476323,257.36378830083567
717,17,59,258,34,93,1984,,74.98538306451613,303.6784274193548
718,8,724,55,14,25,223,,730.1255605381166,64.60986547085201
718,15,544,128,26,62,871,,557.6211251435132,162.10907003444316
718,5,314,173,29,70,1259,,328.0508339952343,206.04050833995234
718,1,251,182,34,80,1583,,265.7005685407454,224.28300694883134
718,22,445,189,71,98,3952,,478.4860829959514,242.9876012145749
718,3,156,190,29,72,1258,,169.21303656597775,225.6462639109698
718,4,569,206,44,88,1973,,593.8540293968575,259.4470349721237
718,17,60,256,34,93,1830,,75.13060109289617,302.3185792349727
719,8,724,55,14,25,218,,731.0137614678899,64.20183486238533
719,15,554,127,19,62,638,,563.9498432601881,154.65360501567397
719,5,310,168,30,76,1337,,322.68212415856397,206.56768885564696
719,1,253,184,35,82,1476,,271.1991869918699,225.14972899728997
719,3,146,187,27,77,1331,,158.7182569496619,225.02103681442523
719,22,459,192,65,100,3676,,487.5897714907508,245.5176822633297
719,4,563,205,47,88,2105,,585.6779097387173,258.18622327790973
719,17,61,253,34,97,1729,,76.24117987275882,298.6535569693464
720,8,723,55,15,25,234,,730.8931623931624,64.86752136752136
720,15,556,127,22,62,759,,566.7654808959156,158.66666666666666
720,5,308,168,28,78,1482,,319.9817813765182,207.9251012145749
720,1,258,185,35,81,1557,,274.3757225433526,227.58509955041748
720,3,139,188,33,73,1457,,153.36925188743996,228.16060398078244
720,22,460,192,65,104,3768,,490.5475053078556,247.74256900212313
720,4,555,204,48,90,2103,,580.1673799334285,256.980504041845
720,17,61,254,33,82,1653,,76.82940108892922,294.69328493647913
721,8,723,56,15,27,236,,730.8008474576271,66.28389830508475
721,15,560,127,23,62,790,,570.0708860759494,160.4227848101266
721,5,301,170,34,81,1575,,317.09968253968253,211.56507936507936
721,1,263,186,31,80,1516,,277.33707124010556,227.6985488126649
721,3,133,189,37,72,1454,,148.43191196698763,227.71182943603853
721,22,462,191,64,105,3653,,493.7246099096633,248.72707363810568
721,4,548,203,46,91,1959,,574.9453802960694,254.17100561510975
721,17,62,261,35,82,1759,,78.32745878339966,296.7828311540648
722,8,723,56,13,28,209,,729.976076555024,66.54066985645933
722,15,565,126,20,62,661,,574.7806354009077,159.16187594553708
722,5,272,174,61,92,3187,,300.2224662692187,222.15625980545968
722,3,124,184,28,73,1180,,136.90677966101694,219.72118644067797
722,22,474,193,113,103,5794,,528.2928891957197,253.2276492923714
722,17,66,248,36,89,1754,,81.5290763968073,295.1054732041049
723,15,567,125,20,61,631,,577.7939778129952,155.9255150554675
723,5,276,173,49,94,3218,,299.27874456183963,221.91236793039155
723,3,119,183,30,74,1325,,132.68301886792452,220.37584905660378
723,22,477,194,108,102,5775,,529.5077056277056,252.92380952380952
723,17,70,248,31,87,1706,,83.58206330597889,294.1828839390387
724,8,723,57,13,22,211,,729.0142180094787,66.82464454976304
724,15,570,124,20,61,643,,581.045101088647,156.8895800933126
724,5,279,174,45,95,3033,,300.07451368282227,225.57764589515332
724,3,114,183,33,73,1370,,127.88686131386861,222.2766423357664
724,22,480,194,103,105,5938,,529.002020882452,254.28898619063656
724,17,73,246,29,86,1690,,86.73905325443786,291.3544378698225
725,8,725,59,13,21,204,,730.5245098039215,68.22549019607843
725,15,575,124,28,61,716,,587.3072625698323,159.76536312849163
725,5,285,175,38,96,2302,,301.15595134665506,228.3284100781929
725,3,105,181,27,73,1245,,116.82008032128515,217.2578313253012
725,22,484,193,88,110,5669,,530.0044099488446,254.04568707003
725,17,78,243,33,87,1578,,93.47465145754119,282.96831432192647
726,15,577,124,27,61,750,,589.3013333333333,158.71866666666668
726,17,81,181,50,148,3015,,103.18673300165837,253.71774461028193
726,5,286,185,38,87,2142,,302.0298786181139,229.71988795518206
726,22,485,194,88,109,5137,,530.3840763091298,257.2228927389527
727,8,715,59,24,16,222,,728.8378378378378,65.74774774774775
727,15,580,123,24,61,770,,592.0623376623377,158.66623376623377
727,5,285,178,38,94,2181,,303.0288858321871,230.03668042182485
727,17,83,181,44,147,2940,,102.35884353741497,255.16530612244898
727,22,490,195,84,109,4925,,532.2274111675127,256.9884263959391
728,8,726,59,13,21,203,,732.0591133004926,67.95073891625616
728,15,585,123,20,60,699,,595.2875536480686,155.57939914163092
728,5,284,179,43,97,2651,,304.22519803847604,231.39834024896265
728,17,87,181,37,144,2835,,101.45044091710758,253.13544973544973
728,22,502,196,72,111,5107,,535.9146269825729,254.00607009986294
729,8,726,60,13,22,205,,732.0926829268293,69.0780487804878
729,15,588,122,20,61,632,,598.6677215189874,150.1123417721519
729,17,84,179,42,150,2565,,100.56296296296296,250.27602339181286
729,5,282,182,49,96,2947,,304.67017305734646,231.6745843230404
729,22,506,195,68,115,4987,,538.4443553238419,255.47363144174855
730,8,726,60,13,26,200,,731.815,69.61
730,15,594,122,22,61,706,,603.9405099150142,153.6331444759207
730,17,73,179,52,141,2727,,98.97909790979098,250.53722038870555
730,5,281,184,56,94,3503,,306.2871824150728,233.27462175278333
730,22,506,193,77,117,5110,,541.0442270058709,254.39706457925635
731,8,726,60,15,36,267,,732.8089887640449,73.55805243445693
731,15,596,122,20,60,710,,605.681690140845,153.07464788732395
731,17,69,178,60,139,2633,,98.01974933535891,248.03000379794912
731,5,281,183,57,95,3459,,307.23214801965884,235.14570685169124
731,22,501,192,92,118,5839,,541.7797568076726,252.6239082034595
732,8,727,61,15,17,204,,734.0245098039215,68.66176470588235
732,15,598,121,18,61,660,,607.540909090909,152.11060606060607
732,3,64,176,28,71,1161,,76.84151593453919,210.82342807924203
732,5,280,185,63,93,3334,,309.8605278944211,236.2141571685663
732,22,487,193,111,117,6067,,541.5289269820339,252.47667710565352
732,17,101,234,36,83,1485,,114.22828282828283,277.5838383838384
733,8,721,61,31,20,280,,736.7035714285714,70.23214285714286
733,15,600,120,18,60,603,,610.0729684908789,149.09950248756218
733,3,60,177,30,69,1266,,71.55845181674566,214.18088467614535
733,5,278,186,73,94,3446,,311.92106790481716,236.5162507254788
733,4,530,193,69,118,3694,,563.8898213318896,253.50541418516514
733,6,482,197,50,90,2144,,506.64925373134326,247.7224813432836
733,17,104,233,29,80,1461,,117.16632443531827,275.4736481861739
734,8,730,62,17,22,250,,738.228,71.92
734,15,602,119,20,60,606,,612.6138613861386,150.83993399339934
734,3,52,174,32,71,1263,,66.28266033254157,214.00712589073635
734,5,277,189,80,93,3448,,314.0029002320186,238.32424593967517
734,4,533,193,68,121,3990,,566.8273182957394,255.68972431077694
734,6,482,196,47,87,1953,,501.27342549923196,245.32974910394265
734,17,107,231,29,86,1603,,121.252027448534,274.1759201497193
735,8,732,62,18,23,293,,739.6109215017065,73.45733788395904
735,15,605,119,24,60,717,,615.5969316596932,152.83542538354254
735,3,50,176,34,68,1277,,62.3884103367267,213.43304620203602
735,4,536,191,65,125,3969,,569.5694129503653,256.7079868984631
735,5,275,195,82,87,3370,,316.7353115727003,238.51750741839763
735,6,482,194,38,85,1685,,495.2967359050445,241.7614243323442
735,17,110,229,31,83,1532,,124.65274151436032,268.97584856396867
736,8,733,62,17,26,310,,741.0483870967741,73.70322580645161
736,15,607,119,27,60,719,,618.8789986091795,153.31988873435327
736,3,45,175,31,68,1073,,57.316868592730664,210.97856477166823
736,4,538,190,64,126,4015,,571.9511830635118,256.00921544209217
736,6,471,192,32,86,1655,,487.2416918429003,238.39093655589124
736,1,274,197,44,76,1581,,294.2371916508539,234.0101201771031
736,5,324,198,34,84,1877,,340.0543420351625,243.31806073521577
736,17,111,227,33,82,1499,,126.74516344229487,264.4996664442962
737,8,735,57,16,40,356,,743.2022471910112,75.65168539325843
737,15,609,119,26,59,684,,620.5818713450292,153.7953216374269
737,3,40,175,30,68,1050,,52.40571428571429,206.81714285714287
737,6,466,191,35,88,1871,,482.31747728487437,241.01656867985034
737,4,541,190,61,126,3650,,574.4260273972603,256.2408219178082
737,5,326,200,39,84,1753,,344.08043354249855,242.01711351968055
737,1,274,202,45,74,1597,,293.87601753287413,236.92047589229807
737,17,112,227,37,82,1612,,129.20347394540943,265.1240694789082
738,8,737,64,17,34,366,,745.0983606557377,79.67486338797814
738,15,611,118,25,60,747,,623.1659973226239,152.39491298527443
738,3,35,174,32,69,1154,,48.45580589254766,210.23916811091854
738,4,553,190,49,126,3193,,576.8994675853429,254.55308487316003
738,6,450,192,50,84,1922,,476.8329864724246,242.28199791883455
738,1,274,197,43,78,1570,,292.8585987261146,236.16942675159237
738,5,329,201,39,87,1783,,347.54851374088616,243.04823331463825
738,17,114,226,36,81,1571,,131.1909611712285,264.3927434754933
739,8,740,59,24,40,434,,749.9216589861751,75.96543778801843
739,15,621,117,16,59,456,,629.3070175438596,148.43421052631578
739,3,27,172,26,68,1065,,39.25539906103286,205.762441314554
739,4,563,188,38,132,2901,,581.3250603240263,254.88038607376765
739,6,448,191,45,82,1909,,466.4594028287061,240.05605028810896
739,1,273,194,39,83,1727,,289.9264620729589,236.55761436016212
739,5,336,204,35,87,1802,,352.86182019977804,247.8601553829079
739,17,123,222,28,84,1470,,135.99659863945578,260.74897959183676
740,8,743,59,21,30,277,,752.0613718411553,72.8014440433213
740,15,625,129,16,47,486,,632.7037037037037,153.1604938271605
740,3,23,172,28,66,1139,,34.28007023705005,207.41352063213344
740,4,561,187,51,135,3389,,583.4641487164355,257.1572735320153
740,6,445,189,39,84,1793,,460.50752928053544,236.7936419408812
740,1,272,194,37,84,1806,,287.8870431893688,238.90642303433
740,5,339,204,37,87,1848,,355.32683982683983,248.13906926406926
740,17,126,221,27,80,1388,,138.35230547550432,259.26080691642653
741,8,744,60,20,39,451,,751.8403547671841,79.02439024390245
741,15,626,133,24,43,539,,636.530612244898,157.87940630797775
